Category,Phecode,ICD10,Description
ICD10 Certain infectious and parasitic diseases,79,A961,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B342,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B976,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A920,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A924,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A921,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A92,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B051,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A960,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A969,Viral infection
ICD10 Certain infectious and parasitic diseases,79,A968,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B341,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B34,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B971,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B04,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B974,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B05,Viral infection
ICD10 Certain infectious and parasitic diseases,79,B338,Viral infection
ICD10 Certain infectious and parasitic diseases,79.1,B018,Varicella infection
ICD10 Certain infectious and parasitic diseases,79.1,B019,Varicella infection
ICD10 Certain infectious and parasitic diseases,79.1,B01,Varicella infection
ICD10 Certain infectious and parasitic diseases,79.2,B278,Infectious mononucleosis
ICD10 Certain infectious and parasitic diseases,79.2,B279,Infectious mononucleosis
ICD10 Certain infectious and parasitic diseases,79.2,B27,Infectious mononucleosis
ICD10 Certain infectious and parasitic diseases,79.2,B271,Infectious mononucleosis
ICD10 Certain infectious and parasitic diseases,79.2,B270,Infectious mononucleosis
ICD10 Certain infectious and parasitic diseases,110.1,B358,Dermatophytosis
ICD10 Certain infectious and parasitic diseases,110.1,B369,Dermatophytosis
ICD10 Certain infectious and parasitic diseases,110.1,B359,Dermatophytosis
ICD10 Certain infectious and parasitic diseases,110.1,B350,Dermatophytosis
ICD10 Certain infectious and parasitic diseases,110.1,B352,Dermatophytosis
ICD10 Certain infectious and parasitic diseases,110.1,B35,Dermatophytosis
ICD10 Certain infectious and parasitic diseases,110.11,B351,Dermatophytosis of nail
ICD10 Certain infectious and parasitic diseases,110.12,B353,Althete's foot
ICD10 Certain infectious and parasitic diseases,110.13,B354,Dermatophytosis of the body
ICD10 Certain infectious and parasitic diseases,110.13,B356,Dermatophytosis of the body
ICD10 Certain infectious and parasitic diseases,110.13,B355,Dermatophytosis of the body
ICD10 Certain infectious and parasitic diseases,112,B379,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B370,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B37,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B373,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B204,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B378,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B374,Candidiasis
ICD10 Certain infectious and parasitic diseases,112,B377,Candidiasis
ICD10 Certain infectious and parasitic diseases,112.3,B372,Candidiasis of skin and nails
ICD10 Certain infectious and parasitic diseases,117,B463,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B429,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B430,Mycoses
ICD10 Certain infectious and parasitic diseases,117,G021,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B46,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B427,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B462,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B458,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B457,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B428,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B460,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B431,Mycoses
ICD10 Certain infectious and parasitic diseases,117,J172,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B488,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B432,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B452,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B469,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B459,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B450,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B45,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B461,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B49,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B421,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B453,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B483,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B438,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B42,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B439,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B470,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B465,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B482,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B420,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B487,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B464,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B481,Mycoses
ICD10 Certain infectious and parasitic diseases,117,B468,Mycoses
ICD10 Certain infectious and parasitic diseases,117.4,B484,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B442,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B440,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B44,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B441,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B449,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B447,Aspergillosis
ICD10 Certain infectious and parasitic diseases,117.4,B448,Aspergillosis
ICD10 Certain infectious and parasitic diseases,133,B570,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B509,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,K231,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B528,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B518,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B52,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B575,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B519,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B574,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B530,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B520,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B51,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B529,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B571,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B56,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B57,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B560,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B569,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,A448,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,A441,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,A44,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B500,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B510,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B573,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B54,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B561,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B600,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,A449,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B572,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,K931,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B55,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B551,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B50,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B552,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B559,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,A440,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B538,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B531,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B508,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,133,B550,Arthropod-borne diseases
ICD10 Certain infectious and parasitic diseases,134.1,B678,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B718,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B719,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B677,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B698,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B75,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B70,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B71,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B711,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B691,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B710,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B80,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B78,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B699,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B81,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B820,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B83,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B779,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B690,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B673,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B810,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B675,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B77,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B676,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B700,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B674,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B69,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B79,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B778,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B780,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B789,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B701,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B770,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B813,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B787,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B814,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B679,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B818,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B672,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B670,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B680,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B689,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B68,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B671,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B681,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B812,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B67,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,134.1,B811,Intestinal helminthiases
ICD10 Certain infectious and parasitic diseases,136,A752,Other infectious and parasitic diseases
ICD10 Certain infectious and parasitic diseases,136,B942,Other infectious and parasitic diseases
